MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LandSlope,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,IsRemod,BltRemodDiff,BsmtUnfRatio,TotalSF,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice
70,50.0,8500,1,2,3,3,0,5,4,4,1920,1950,0,3,3,0.0,3,1,0,4,4,3,6,0.0,6,0.0,649.0,649.0,4,0,649,668,0,1317,0.0,0.0,1,0,3,1,3,6,6,0,3,1920.0,3,1.0,250.0,5,1,0,0,54,172,0,0,0,3,2,0,7,2008,1,30,1.0,1966.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,40000
20,71.0,8544,1,1,0,3,0,2,5,6,1966,2006,0,6,6,0.0,3,4,1,4,4,3,6,0.0,6,0.0,1228.0,1228.0,2,1,1228,0,0,1228,0.0,0.0,1,1,3,1,2,6,6,0,3,1966.0,3,1.0,271.0,5,5,2,0,65,0,0,0,0,3,2,0,6,2008,1,40,1.0,2456.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,149350
20,85.0,11049,1,1,3,3,0,2,8,5,2007,2007,0,12,13,0.0,2,4,2,0,4,0,6,0.0,6,0.0,1234.0,1234.0,0,1,1234,0,0,1234,0.0,0.0,2,0,3,1,2,7,6,0,3,2007.0,2,2.0,484.0,5,5,2,0,30,0,0,0,0,3,4,0,1,2008,0,0,1.0,2468.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,179900
20,70.0,10552,1,1,0,3,0,2,5,5,1959,1959,0,3,3,0.0,3,4,1,4,4,3,5,1018.0,6,0.0,380.0,1398.0,2,1,1700,0,0,1700,0.0,1.0,1,1,4,1,2,6,6,1,2,1959.0,2,2.0,447.0,5,5,2,0,38,0,0,0,0,3,4,0,4,2010,0,0,0.2718168812589413,3098.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,165500
120,60.0,7313,1,1,3,3,0,2,9,5,2005,2005,0,8,8,246.0,0,4,2,0,4,3,2,1153.0,6,0.0,408.0,1561.0,0,1,1561,0,0,1561,1.0,0.0,2,0,2,1,0,6,6,1,2,2005.0,0,2.0,556.0,5,5,2,203,47,0,0,0,0,3,4,0,8,2007,0,0,0.26137091607943624,3122.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,277500
60,108.0,13418,1,1,3,3,0,5,8,5,2004,2005,0,12,13,132.0,2,4,2,0,4,0,6,0.0,6,0.0,1117.0,1117.0,0,1,1132,1320,0,2452,0.0,0.0,3,1,4,1,2,9,6,1,2,2004.0,0,3.0,691.0,5,5,2,113,32,0,0,0,0,3,4,0,9,2006,1,1,1.0,3569.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,309000
20,112.0,10859,1,1,3,3,0,2,5,5,1994,1995,0,12,13,0.0,3,4,2,2,4,3,6,0.0,6,0.0,1097.0,1097.0,0,1,1097,0,0,1097,0.0,0.0,1,1,3,1,3,6,6,0,3,1995.0,3,2.0,672.0,5,5,2,392,64,0,0,0,0,3,4,0,6,2009,1,1,1.0,2194.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,145000
20,74.0,8532,1,1,3,3,0,2,5,6,1954,1990,0,13,14,650.0,3,4,1,4,4,3,5,1213.0,6,0.0,84.0,1297.0,2,1,1297,0,0,1297,0.0,1.0,1,0,3,1,3,5,6,1,5,1954.0,0,2.0,498.0,5,5,2,0,0,0,0,0,0,3,4,0,10,2009,1,36,0.06476484194294525,2594.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,153000
20,68.0,7922,1,1,3,3,0,2,5,7,1953,2007,0,12,13,0.0,3,2,1,4,4,3,2,731.0,6,0.0,326.0,1057.0,4,1,1057,0,0,1057,1.0,0.0,1,0,3,1,2,5,6,0,3,1953.0,3,1.0,246.0,5,5,2,0,52,0,0,0,0,3,4,0,1,2010,1,54,0.30842005676442763,2114.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,109000
90,65.0,6040,1,1,3,3,0,2,4,5,1955,1955,0,0,10,0.0,3,4,2,3,2,4,4,0.0,4,0.0,0.0,0.0,4,0,1152,0,0,1152,0.0,0.0,2,0,2,2,1,6,6,0,3,0.0,1,0.0,0.0,3,3,0,0,0,0,0,0,0,3,4,0,6,2008,0,0,0.0,1152.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,82000
20,84.0,8658,1,1,3,3,0,2,6,5,1965,1965,0,13,14,101.0,3,4,1,4,4,3,5,643.0,6,0.0,445.0,1088.0,0,1,1324,0,0,1324,0.0,0.0,2,0,3,1,3,6,6,1,5,1965.0,2,2.0,440.0,5,5,2,0,138,0,0,0,0,3,1,0,12,2006,0,0,0.40900735294117646,2412.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,160000
20,115.0,16905,1,1,3,3,0,2,5,6,1959,1959,0,12,13,0.0,3,2,1,4,4,1,1,967.0,6,0.0,383.0,1350.0,2,1,1328,0,0,1328,0.0,1.0,1,1,2,1,3,5,6,2,2,1959.0,2,1.0,308.0,5,5,1,0,104,0,0,0,0,3,4,0,7,2007,0,0,0.2837037037037037,2678.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,170000
85,66.5,9180,1,1,0,3,0,6,5,7,1983,1983,0,6,6,0.0,3,4,1,2,4,0,0,747.0,3,93.0,0.0,840.0,2,1,884,0,0,884,1.0,0.0,1,0,2,1,2,5,6,0,3,1983.0,2,2.0,504.0,5,2,2,240,0,0,0,0,0,3,2,0,12,2007,0,0,0.0,1724.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,144000
20,70.0,9200,1,1,0,3,0,2,5,6,1975,1980,0,12,13,0.0,3,4,1,2,4,0,3,280.0,1,491.0,167.0,938.0,4,1,938,0,0,938,1.0,0.0,1,0,3,1,3,5,6,0,3,1977.0,3,1.0,308.0,5,5,2,145,0,0,0,0,0,3,2,0,7,2008,1,5,0.17803837953091683,1876.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,130250
20,70.0,7945,1,1,3,3,0,2,5,6,1959,1959,0,3,14,0.0,3,4,1,4,4,3,0,179.0,1,506.0,465.0,1150.0,0,1,1150,0,0,1150,1.0,0.0,1,0,3,1,3,6,6,0,3,1959.0,2,1.0,300.0,5,5,2,0,0,0,0,0,0,3,4,0,5,2006,0,0,0.4043478260869565,2300.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,141000
120,61.0,7658,1,1,3,3,0,2,9,5,2005,2005,0,8,8,412.0,0,4,2,0,4,3,2,456.0,6,0.0,1296.0,1752.0,0,1,1752,0,0,1752,1.0,0.0,2,0,2,1,0,6,6,1,2,2005.0,2,2.0,576.0,5,5,2,196,82,0,0,0,0,3,4,0,2,2010,0,0,0.7397260273972602,3504.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,319900
50,48.0,12822,1,1,0,3,0,0,7,5,2003,2003,0,12,13,0.0,2,4,2,0,4,3,2,1351.0,6,0.0,83.0,1434.0,0,1,1518,631,0,2149,1.0,0.0,1,1,1,1,2,6,6,1,0,2003.0,2,2.0,670.0,5,5,2,168,43,0,0,198,0,3,4,0,8,2009,0,0,0.05788005578800558,3583.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,239686
20,84.0,11096,1,1,3,3,0,2,8,5,2006,2006,0,12,13,0.0,2,4,2,2,4,0,2,24.0,6,0.0,1632.0,1656.0,0,1,1656,0,0,1656,0.0,0.0,2,0,3,1,2,7,6,0,3,2006.0,2,3.0,826.0,5,5,2,0,146,0,0,0,0,3,4,0,7,2007,0,0,0.9855072463768116,3312.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,249700
190,33.0,4456,1,1,3,3,0,5,4,5,1920,2008,0,8,8,0.0,3,4,0,4,4,3,6,0.0,6,0.0,736.0,736.0,2,1,736,716,0,1452,0.0,0.0,2,0,2,3,3,8,6,0,3,0.0,1,0.0,0.0,3,3,0,0,0,102,0,0,0,3,4,0,6,2009,1,88,1.0,2188.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,113000
20,66.0,7742,1,1,3,3,0,2,5,7,1966,1966,0,6,6,0.0,3,4,1,4,4,3,1,763.0,6,0.0,192.0,955.0,0,1,955,0,0,955,1.0,0.0,1,0,3,1,3,6,6,0,3,1966.0,3,1.0,386.0,5,5,2,0,0,0,0,0,0,3,2,0,1,2007,0,0,0.20104712041884817,1910.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,127000
60,65.0,13869,1,1,1,3,0,5,6,6,1997,1997,0,12,13,0.0,3,4,2,2,4,0,2,182.0,6,0.0,612.0,794.0,2,1,794,676,0,1470,0.0,1.0,2,0,3,1,3,6,6,0,3,1997.0,0,2.0,388.0,5,5,2,0,75,0,0,0,0,3,4,0,7,2007,0,0,0.7707808564231738,2264.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,177000
50,52.0,6240,1,1,3,3,0,0,6,6,1934,1950,0,13,14,0.0,3,4,2,4,4,3,6,0.0,6,0.0,816.0,816.0,4,1,816,0,360,1176,0.0,0.0,1,0,3,1,3,6,6,1,2,1985.0,3,2.0,528.0,5,5,2,112,0,0,0,0,0,3,2,400,9,2006,1,16,1.0,1632.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,114500
90,110.0,8472,0,1,1,0,1,2,5,5,1963,1963,0,13,14,0.0,1,4,1,2,4,1,3,104.0,2,712.0,0.0,816.0,4,0,816,0,0,816,1.0,0.0,1,0,2,1,3,5,6,0,3,1963.0,3,2.0,516.0,5,5,2,106,0,0,0,0,0,3,4,0,5,2010,0,0,0.0,1632.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,110000
20,68.0,50271,1,1,0,2,0,2,9,5,1981,1987,6,14,15,0.0,2,4,1,0,4,1,2,1810.0,6,0.0,32.0,1842.0,2,1,1842,0,0,1842,2.0,0.0,0,1,0,1,2,5,6,1,2,1981.0,0,3.0,894.0,5,5,2,857,72,0,0,0,0,3,4,0,11,2006,1,6,0.01737242128121607,3684.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,385000
80,60.0,7134,1,1,3,0,1,7,5,5,1955,1955,0,8,8,0.0,3,4,1,4,4,3,0,384.0,6,0.0,0.0,384.0,4,1,1360,0,0,1360,0.0,0.0,1,0,3,1,3,6,2,1,5,1962.0,3,2.0,572.0,5,5,2,0,50,0,0,0,0,3,2,0,2,2007,0,0,0.0,1744.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,130000
20,100.0,10175,1,1,0,3,0,2,6,5,1964,1964,0,6,10,272.0,3,4,1,4,4,3,1,490.0,6,0.0,935.0,1425.0,2,1,1425,0,0,1425,0.0,0.0,2,0,3,1,3,7,6,1,2,1964.0,2,2.0,576.0,5,5,2,0,0,0,407,0,0,3,4,0,7,2008,0,0,0.656140350877193,2850.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,180500
160,24.0,2645,1,2,3,3,0,5,8,5,1999,2000,0,8,8,456.0,2,4,2,2,4,3,2,649.0,6,0.0,321.0,970.0,0,1,983,756,0,1739,1.0,0.0,2,1,3,1,2,7,6,0,3,1999.0,0,2.0,480.0,5,5,2,115,0,0,0,0,0,3,4,0,8,2009,1,1,0.3309278350515464,2709.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,172500
